,ID,SRM,Name,DateIssued,Measureand,InChI,CertRef,Value,Uncertainty,95low,95high,u,UnitNumerator,UnitDenominator,Mass/Volume,WetDry,Uncertainty.1,k
2248,,SRM 2585,Organic Contaminants in House Dust,2014-12-16,PCB 199,1S/C12H2Cl8/c13-4-1-3(8(16)12(20)11(4)19)7-9(17)5(14)2-6(15)10(7)18/h1-2H,Ref,5.81,0.38,5.43,6.1899999999999995,0.19,ug,kg,M,dry,0.38,2.0
2249,,SRM 2585,Organic Contaminants in House Dust,2014-12-16,PCB 206,1S/C12HCl9/c13-3-1-2(5(14)9(18)6(3)15)4-7(16)10(19)12(21)11(20)8(4)17/h1H,Cert,3.81,0.13,3.68,3.94,0.065,ug,kg,M,dry,0.13,2.0
2250,,SRM 2585,Organic Contaminants in House Dust,2014-12-16,PCB 209,1S/C12Cl10/c13-3-1(4(14)8(18)11(21)7(3)17)2-5(15)9(19)12(22)10(20)6(2)16,Ref,2.14,0.11,2.0300000000000002,2.25,0.055,ug,kg,M,dry,0.11,2.0
2251,,SRM 2585,Organic Contaminants in House Dust,2014-12-16,PCB 28,1S/C12H7Cl3/c13-9-3-1-8(2-4-9)11-6-5-10(14)7-12(11)15/h1-7H,Cert,13.4,0.5,12.9,13.9,0.25,ug,kg,M,dry,0.5,2.0
2252,,SRM 2585,Organic Contaminants in House Dust,2014-12-16,PCB 31,1S/C12H7Cl3/c13-9-3-1-8(2-4-9)11-7-10(14)5-6-12(11)15/h1-7H,Cert,14.0,0.5,13.5,14.5,0.25,ug,kg,M,dry,0.5,2.0
2253,,SRM 2585,Organic Contaminants in House Dust,2014-12-16,PCB 44,1S/C12H6Cl4/c13-7-4-5-10(14)9(6-7)8-2-1-3-11(15)12(8)16/h1-6H,Cert,18.1,1.9,16.200000000000003,20.0,0.95,ug,kg,M,dry,1.9,2.0
2254,,SRM 2585,Organic Contaminants in House Dust,2014-12-16,PCB 49,1S/C12H6Cl4/c13-7-2-4-11(15)10(5-7)9-3-1-8(14)6-12(9)16/h1-6H,Ref,16.4,3.3,13.099999999999998,19.7,1.65,ug,kg,M,dry,3.3,2.0
2255,,SRM 2585,Organic Contaminants in House Dust,2014-12-16,PCB 52,1S/C12H6Cl4/c13-7-1-3-11(15)9(5-7)10-6-8(14)2-4-12(10)16/h1-6H,Cert,21.8,1.9,19.900000000000002,23.7,0.95,ug,kg,M,dry,1.9,2.0
2256,,SRM 2585,Organic Contaminants in House Dust,2014-12-16,PCB 56,1S/C12H6Cl4/c13-9-5-4-7(6-11(9)15)8-2-1-3-10(14)12(8)16/h1-6H,Cert,4.42,0.28,4.14,4.7,0.14,ug,kg,M,dry,0.28,2.0
2257,,SRM 2585,Organic Contaminants in House Dust,2014-12-16,PCB 63,1S/C12H6Cl4/c13-8-3-1-7(2-4-8)10-5-9(14)6-11(15)12(10)16/h1-6H,Ref,6.69,0.26,6.430000000000001,6.95,0.13,ug,kg,M,dry,0.26,2.0
2258,,SRM 2585,Organic Contaminants in House Dust,2014-12-16,PCB 66,1S/C12H6Cl4/c13-8-2-3-9(11(15)6-8)7-1-4-10(14)12(16)5-7/h1-6H,Ref,8.5,1.9,6.6,10.4,0.95,ug,kg,M,dry,1.9,2.0
2259,,SRM 2585,Organic Contaminants in House Dust,2014-12-16,PCB 70,1S/C12H6Cl4/c13-8-2-4-10(14)9(6-8)7-1-3-11(15)12(16)5-7/h1-6H,Cert,13.1,1.2,11.9,14.299999999999999,0.6,ug,kg,M,dry,1.2,2.0
2260,,SRM 2585,Organic Contaminants in House Dust,2014-12-16,PCB 74,1S/C12H6Cl4/c13-8-3-1-7(2-4-8)9-5-11(15)12(16)6-10(9)14/h1-6H,Cert,5.22,0.51,4.71,5.7299999999999995,0.255,ug,kg,M,dry,0.51,2.0
2261,,SRM 2585,Organic Contaminants in House Dust,2014-12-16,PCB 87,1S/C12H5Cl5/c13-6-1-3-9(14)8(5-6)7-2-4-10(15)12(17)11(7)16/h1-5H,Cert,16.6,0.8,15.8,17.400000000000002,0.4,ug,kg,M,dry,0.8,2.0
2262,,SRM 2585,Organic Contaminants in House Dust,2014-12-16,PCB 92,1S/C12H5Cl5/c13-6-1-2-10(15)8(3-6)9-4-7(14)5-11(16)12(9)17/h1-5H,Cert,5.48,0.72,4.760000000000001,6.2,0.36,ug,kg,M,dry,0.72,2.0
2263,,SRM 2585,Organic Contaminants in House Dust,2014-12-16,PCB 95,1S/C12H5Cl5/c13-6-1-2-8(14)7(5-6)11-9(15)3-4-10(16)12(11)17/h1-5H,Cert,22.7,2.6,20.099999999999998,25.3,1.3,ug,kg,M,dry,2.6,2.0
2264,,SRM 2585,Organic Contaminants in House Dust,2014-12-16,PCB 99,1S/C12H5Cl5/c13-6-1-2-7(9(14)3-6)8-4-11(16)12(17)5-10(8)15/h1-5H,Cert,11.6,0.4,11.2,12.0,0.2,ug,kg,M,dry,0.4,2.0
2265,,SRM 2585,Organic Contaminants in House Dust,2014-12-16,Pentachlorobenzene,1S/C6HCl5/c7-2-1-3(8)5(10)6(11)4(2)9/h1H,Ref,20.9,1.6,19.299999999999997,22.5,0.8,ug,kg,M,dry,1.6,2.0
2266,,SRM 2585,Organic Contaminants in House Dust,2014-12-16,Perylene,1S/C20H12/c1-5-13-6-2-11-17-18-12-4-8-14-7-3-10-16(20(14)18)15(9-1)19(13)17/h1-12H,Cert,387.0,23.0,364.0,410.0,11.5,ug,kg,M,dry,23.0,2.0
2267,,SRM 2585,Organic Contaminants in House Dust,2014-12-16,Phenanthrene,1S/C14H10/c1-3-7-13-11(5-1)9-10-12-6-2-4-8-14(12)13/h1-10H,Cert,1920.0,20.0,1900.0,1940.0,5.0,ug,kg,M,dry,20.0,4.0
2268,,SRM 2585,Organic Contaminants in House Dust,2014-12-16,Picene,1S/C22H14/c1-3-7-17-15(5-1)9-11-21-19(17)13-14-20-18-8-4-2-6-16(18)10-12-22(20)21/h1-14H,Cert,413.0,15.0,398.0,428.0,7.5,ug,kg,M,dry,15.0,2.0
2269,,SRM 2585,Organic Contaminants in House Dust,2014-12-16,Pyrene,1S/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,Cert,3290.0,30.0,3260.0,3320.0,15.0,ug,kg,M,dry,30.0,2.0
2270,,SRM 2585,Organic Contaminants in House Dust,2014-12-16,Retene,"1S/C18H18/c1-12(2)14-7-10-17-15(11-14)8-9-16-13(3)5-4-6-18(16)17/h4-12H,1-3H3",Ref,588.0,34.0,554.0,622.0,17.0,ug,kg,M,dry,34.0,2.0
2271,,SRM 2585,Organic Contaminants in House Dust,2014-12-16,trans-Chlordane,"1S/C10H6Cl8/c11-3-1-2-4(5(3)12)9(16)7(14)6(13)8(2,15)10(9,17)18/h2-5H,1H2",Ref,277.0,96.0,181.0,373.0,48.0,ug,kg,M,dry,96.0,2.0
2272,,SRM 2585,Organic Contaminants in House Dust,2014-12-16,trans-Nonachlor,"1S/C10H5Cl9/c11-3-1-2(4(12)5(3)13)9(17)7(15)6(14)8(1,16)10(9,18)19/h1-5H",Ref,130.0,38.0,92.0,168.0,19.0,ug,kg,M,dry,38.0,2.0
2273,,SRM 2585,Organic Contaminants in House Dust,2014-12-16,Triphenylene,1S/C18H12/c1-2-8-14-13(7-1)15-9-3-4-11-17(15)18-12-6-5-10-16(14)18/h1-12H,Cert,589.0,17.0,572.0,606.0,8.5,ug,kg,M,dry,17.0,2.0
2274,,SRM 2669-1,"Arsenic Species in Frozen Human Urine, Level 1",2013-11-04,Arsenic acid (AsV),,Cert,2.41,0.3,2.1100000000000003,2.71,0.15,ug,L,V,,0.3,2.0
2275,,SRM 2669-1,"Arsenic Species in Frozen Human Urine, Level 1",2013-11-05,"Arsenic, total",,Ref,22.2,4.8,17.4,27.0,2.4,ug,L,V,,4.8,2.0
2276,,SRM 2669-1,"Arsenic Species in Frozen Human Urine, Level 1",2013-11-06,Arsenobetaine (AB),,Cert,12.4,1.9,10.5,14.3,0.95,ug,L,V,,1.9,2.0
2277,,SRM 2669-1,"Arsenic Species in Frozen Human Urine, Level 1",2013-11-07,Arsenocholine (AC),,Cert,0.0,0.0,0.0,0.0,0.0,ug,L,V,,0.0,2.0
2278,,SRM 2669-1,"Arsenic Species in Frozen Human Urine, Level 1",2013-11-08,Arsenous acid (AsIII),,Cert,1.47,0.1,1.3699999999999999,1.57,0.05,ug,L,V,,0.1,2.0
2279,,SRM 2669-1,"Arsenic Species in Frozen Human Urine, Level 1",2013-11-09,Dimethylarsinic acid (DMA),,Cert,3.47,0.41,3.06,3.8800000000000003,0.205,ug,L,V,,0.41,2.0
2280,,SRM 2669-1,"Arsenic Species in Frozen Human Urine, Level 1",2013-11-10,Monomethylarsonic acid (MMA),,Cert,1.87,0.39,1.48,2.2600000000000002,0.195,ug,L,V,,0.39,2.0
2281,,SRM 2669-1,"Arsenic Species in Frozen Human Urine, Level 1",2013-11-11,Trimethylarsine oxide (TMAO),,Cert,0.0,0.0,0.0,0.0,0.0,ug,L,V,,0.0,2.31
2282,,SRM 2669-2,"Arsenic Species in Frozen Human Urine, Level 2",2013-11-12,Arsenic acid (AsV),,Cert,6.16,0.95,5.21,7.11,0.475,ug,L,V,,0.95,2.0
2283,,SRM 2669-2,"Arsenic Species in Frozen Human Urine, Level 2",2013-11-13,"Arsenic, total",,Ref,50.7,6.3,44.400000000000006,57.0,3.15,ug,L,V,,6.3,2.0
2284,,SRM 2669-2,"Arsenic Species in Frozen Human Urine, Level 2",2013-11-14,Arsenobetaine (AB),,Cert,1.43,0.08,1.3499999999999999,1.51,0.04,ug,L,V,,0.08,2.0
2285,,SRM 2669-2,"Arsenic Species in Frozen Human Urine, Level 2",2013-11-15,Arsenocholine (AC),,Cert,3.74,0.35,3.39,4.09,0.175,ug,L,V,,0.35,2.0
2286,,SRM 2669-2,"Arsenic Species in Frozen Human Urine, Level 2",2013-11-16,Arsenous acid (AsIII),,Cert,5.03,0.31,4.720000000000001,5.34,0.155,ug,L,V,,0.31,2.0
2287,,SRM 2669-2,"Arsenic Species in Frozen Human Urine, Level 2",2013-11-17,Dimethylarsinic acid (DMA),,Cert,25.3,0.7,24.6,26.0,0.35,ug,L,V,,0.7,2.0
2288,,SRM 2669-2,"Arsenic Species in Frozen Human Urine, Level 2",2013-11-18,Monomethylarsonic acid (MMA),,Cert,7.18,0.56,6.619999999999999,7.74,0.28,ug,L,V,,0.56,2.0
2289,,SRM 2669-2,"Arsenic Species in Frozen Human Urine, Level 2",2013-11-19,Trimethylarsine oxide (TMAO),,Cert,1.94,0.27,1.67,2.21,0.12980769230769232,ug,L,V,,0.27,2.08
2290,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,"1,2-Dimethylnaphthalene","1S/C12H12/c1-9-7-8-11-5-3-4-6-12(11)10(9)2/h3-8H,1-2H3",Ref,173.0,5.0,168.0,178.0,2.5,mg,kg,M,wet,5.0,2.0
2291,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,"1,6,7-Trimethylnaphthalene","1S/C13H14/c1-9-5-4-6-12-7-10(2)11(3)8-13(9)12/h4-8H,1-3H3",Ref,306.0,63.0,243.0,369.0,31.5,mg,kg,M,wet,63.0,2.0
2292,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,"1,6-Dimethylnaphthalene","1S/C12H12/c1-9-6-7-12-10(2)4-3-5-11(12)8-9/h3-8H,1-2H3",Ref,1160.0,100.0,1060.0,1260.0,50.0,mg,kg,M,wet,100.0,2.0
2293,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,"1,7-Dimethylphenanthrene","1S/C16H14/c1-11-6-8-15-13(10-11)7-9-14-12(2)4-3-5-16(14)15/h3-10H,1-2H3",Ref,110.0,12.0,98.0,122.0,6.0,mg,kg,M,wet,12.0,2.0
2294,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,"13β,17α-Diacholestane 20S",,Ref,41.2,6.7,34.5,47.900000000000006,3.35,mg,kg,M,wet,6.7,2.0
2295,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,"17α,21β-22R-Homohopane",,Ref,13.8,3.6,10.200000000000001,17.400000000000002,1.8,mg,kg,M,wet,3.6,2.0
2296,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,"17α,21β-22S-Homohopane",,Ref,17.3,4.3,13.0,21.6,2.15,mg,kg,M,wet,4.3,2.0
2297,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,"17α,21β-30-Hopane",,Ref,42.1,9.9,32.2,52.0,4.95,mg,kg,M,wet,9.9,2.0
2298,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,"17α,21β-30-Norhopane",,Ref,17.0,4.6,12.4,21.6,2.3,mg,kg,M,wet,4.6,2.0
2299,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,"17α-22,29,30-Trisnorhopane",,Ref,7.29,0.79,6.5,8.08,0.395,mg,kg,M,wet,0.79,2.0
2300,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,17α-Diahopane,,Ref,4.5,1.2,3.3,5.7,0.6,mg,kg,M,wet,1.2,2.0
2301,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,"18α-22,29,30-Trisnorhopane",,Ref,6.9,1.1,5.800000000000001,8.0,0.55,mg,kg,M,wet,1.1,2.0
2302,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,1-Methylfluoranthene,,Ref,5.77,0.09,5.68,5.859999999999999,0.045,mg,kg,M,wet,0.09,2.0
2303,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,1-Methylnaphthalene,"1S/C11H10/c1-9-5-4-7-10-6-2-3-8-11(9)10/h2-8H,1H3",Cert,1140.0,20.0,1120.0,1160.0,10.0,mg,kg,M,wet,20.0,2.0
2304,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,1-Methylphenanthrene,"1S/C15H12/c1-11-5-4-8-15-13(11)10-9-12-6-2-3-7-14(12)15/h2-10H,1H3",Cert,169.0,10.0,159.0,179.0,5.0,mg,kg,M,wet,10.0,2.0
2305,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,1-Methylpyrene,"1S/C17H12/c1-11-5-6-14-8-7-12-3-2-4-13-9-10-15(11)17(14)16(12)13/h2-10H,1H3",Ref,12.1,1.8,10.299999999999999,13.9,0.9,mg,kg,M,wet,1.8,2.0
2306,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,2-Methylanthracene,"1S/C15H12/c1-11-6-7-14-9-12-4-2-3-5-13(12)10-15(14)8-11/h2-10H,1H3",Ref,23.3,2.5,20.8,25.8,1.25,mg,kg,M,wet,2.5,2.0
2307,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,2-Methylnaphthalene,"1S/C11H10/c1-9-6-7-10-4-2-3-5-11(10)8-9/h2-8H,1H3",Cert,1630.0,50.0,1580.0,1680.0,25.0,mg,kg,M,wet,50.0,2.0
2308,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,2-Methylphenanthrene,"1S/C15H12/c1-11-6-9-15-13(10-11)8-7-12-4-2-3-5-14(12)15/h2-10H,1H3",Cert,230.0,14.0,216.0,244.0,7.0,mg,kg,M,wet,14.0,2.0
2309,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,3-Methylfluoranthene,,Ref,1.75,0.17,1.58,1.92,0.085,mg,kg,M,wet,0.17,2.0
2310,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,3-Methylphenanthrene,"1S/C15H12/c1-11-6-7-13-9-8-12-4-2-3-5-14(12)15(13)10-11/h2-10H,1H3",Cert,206.0,32.0,174.0,238.0,16.0,mg,kg,M,wet,32.0,2.0
2311,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,4-Methylpyrene,"1S/C17H12/c1-11-10-14-6-2-4-12-8-9-13-5-3-7-15(11)17(13)16(12)14/h2-10H,1H3",Ref,21.6,1.5,20.1,23.1,0.75,mg,kg,M,wet,1.5,2.0
2312,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,"5α, 14α,17α-24-Ethylcholestane 20R",,Ref,16.9,5.0,11.899999999999999,21.9,2.5,mg,kg,M,wet,5.0,2.0
2313,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,"5α, 14β,17β-24-Ethylcholestane 20R",,Ref,21.3,8.2,13.100000000000001,29.5,4.1,mg,kg,M,wet,8.2,2.0
2314,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,"5α, 14β,17β-24-Ethylcholestane 20S",,Ref,23.1,6.4,16.700000000000003,29.5,3.2,mg,kg,M,wet,6.4,2.0
2315,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,"5α, 14β,17β-Cholestane 20R",,Ref,23.7,2.7,21.0,26.4,1.35,mg,kg,M,wet,2.7,2.0
2316,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,"5α, 14β,17β-Cholestane 20S",,Ref,22.3,7.5,14.8,29.8,3.75,mg,kg,M,wet,7.5,2.0
2317,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,6-Methylchrysene,"1S/C19H14/c1-13-12-19-16-8-3-2-6-14(16)10-11-18(19)17-9-5-4-7-15(13)17/h2-12H,1H3",Ref,15.1,0.56,14.54,15.66,0.28,mg,kg,M,wet,0.56,2.0
2318,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,9-Methylphenanthrene,"1S/C15H12/c1-11-10-12-6-2-3-8-14(12)15-9-5-4-7-13(11)15/h2-10H,1H3",Cert,232.0,19.0,213.0,251.0,9.5,mg,kg,M,wet,19.0,2.0
2319,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,Acenaphthylene,"1S/C12H10/c1-3-9-4-2-6-11-8-7-10(5-1)12(9)11/h1-6H,7-8H2",Ref,8.09,0.1,7.99,8.19,0.05,mg,kg,M,wet,0.1,2.0
2320,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,Anthracene,1S/C14H10/c1-2-6-12-10-14-8-4-3-7-13(14)9-11(12)5-1/h1-10H,Cert,3.42,0.59,2.83,4.01,0.295,mg,kg,M,wet,0.59,2.0
2321,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,Benz[a]anthracene,,Cert,7.03,0.85,6.180000000000001,7.88,0.425,mg,kg,M,wet,0.85,2.0
2322,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,Benzo[a]pyrene,,Ref,1.36,0.35,1.0100000000000002,1.71,0.175,mg,kg,M,wet,0.35,2.0
2323,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,Benzo[b]chyrsene,,Cert,0.629,0.022,0.607,0.651,0.011,mg,kg,M,wet,0.022,2.0
2324,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,Benzo[b]fluoranthene,,Cert,5.62,0.34,5.28,5.96,0.17,mg,kg,M,wet,0.34,2.0
2325,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,Benzo[e]pyrene,,Cert,10.78,0.6,10.18,11.379999999999999,0.3,mg,kg,M,wet,0.6,2.0
2326,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,Benzo[ghi]perylene,,Cert,2.11,0.26,1.8499999999999999,2.37,0.13,mg,kg,M,wet,0.26,2.0
2327,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,Benzo[j]fluoranthene,,Ref,0.75,0.29,0.46,1.04,0.145,mg,kg,M,wet,0.29,2.0
2328,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,Benzo[k]fluoranthene,,Ref,0.66,0.28,0.38,0.9400000000000001,0.14,mg,kg,M,wet,0.28,2.0
2329,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,Biphenyl,1S/C12H10/c1-3-7-11(8-4-1)12-9-5-2-6-10-12/h1-10H,Ref,195.0,19.0,176.0,214.0,9.5,mg,kg,M,wet,19.0,2.0
2330,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,C1-Benzanthraces/chrysenes/triphenylenes,,Ref,110.0,7.0,103.0,117.0,3.5,mg,kg,M,wet,7.0,2.0
2331,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,C1-Decalins,,Ref,1040.0,410.0,630.0,1450.0,205.0,mg,kg,M,wet,410.0,2.0
2332,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,C1-Dibenzothiophenes,,Ref,130.0,20.0,110.0,150.0,10.0,mg,kg,M,wet,20.0,2.0
2333,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,C1-Fluoranthenes/pyrenes,,Ref,67.0,7.0,60.0,74.0,3.5,mg,kg,M,wet,7.0,2.0
2334,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,C1-Fluorenes,,Ref,300.0,60.0,240.0,360.0,30.0,mg,kg,M,wet,60.0,2.0
2335,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,C1-Naphthobenzothiophenes,,Ref,57.0,15.0,42.0,72.0,7.5,mg,kg,M,wet,15.0,2.0
2336,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,C1-Phenanthrenes/anthracenes,,Ref,670.0,90.0,580.0,760.0,45.0,mg,kg,M,wet,90.0,2.0
2337,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,C2-Benzanthraces/chrysenes/triphenylenes,,Ref,130.0,10.0,120.0,140.0,5.0,mg,kg,M,wet,10.0,2.0
2338,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,C2-Benzothiophenes,,Ref,36.0,13.0,23.0,49.0,6.5,mg,kg,M,wet,13.0,2.0
2339,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,C2-Decalins,,Ref,1060.0,470.0,590.0,1530.0,235.0,mg,kg,M,wet,470.0,2.0
2340,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,C2-Dibenzothiophenes,,Ref,160.0,20.0,140.0,180.0,10.0,mg,kg,M,wet,20.0,2.0
2341,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,C2-Fluoranthenes/pyrenes,,Ref,130.0,20.0,110.0,150.0,10.0,mg,kg,M,wet,20.0,2.0
2342,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,C2-Fluorenes,,Ref,380.0,30.0,350.0,410.0,15.0,mg,kg,M,wet,30.0,2.0
2343,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,C2-Naphthalenes,,Ref,2170.0,360.0,1810.0,2530.0,180.0,mg,kg,M,wet,360.0,2.0
2344,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,C2-Naphthobenzothiophenes,,Ref,70.0,19.0,51.0,89.0,9.5,mg,kg,M,wet,19.0,2.0
2345,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,C2-Phenanthrenes/anthracenes,,Ref,630.0,60.0,570.0,690.0,30.0,mg,kg,M,wet,60.0,2.0
2346,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,C3-Benzanthraces/chrysenes/triphenylenes,,Ref,93.0,12.0,81.0,105.0,6.0,mg,kg,M,wet,12.0,2.0
2347,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,C3-Decalins,,Ref,1460.0,600.0,860.0,2060.0,300.0,mg,kg,M,wet,600.0,2.0
2348,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,C3-Dibenzothiophenes,,Ref,110.0,10.0,100.0,120.0,5.0,mg,kg,M,wet,10.0,2.0
2349,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,C3-Fluoranthenes/pyrenes,,Ref,120.0,20.0,100.0,140.0,10.0,mg,kg,M,wet,20.0,2.0
2350,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,C3-Fluorenes,,Ref,270.0,40.0,230.0,310.0,20.0,mg,kg,M,wet,40.0,2.0
2351,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,C3-Naphthalenes,,Ref,1380.0,270.0,1110.0,1650.0,135.0,mg,kg,M,wet,270.0,2.0
2352,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,C3-Naphthobenzothiophenes,,Ref,48.0,12.0,36.0,60.0,6.0,mg,kg,M,wet,12.0,2.0
2353,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,C3-Phenanthrenes/anthracenes,,Ref,400.0,50.0,350.0,450.0,25.0,mg,kg,M,wet,50.0,2.0
2354,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,C4-Benzanthraces/chrysenes/triphenylenes,,Ref,71.0,16.0,55.0,87.0,8.0,mg,kg,M,wet,16.0,2.0
2355,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,C4-Benzothiophenes,,Ref,30.0,4.0,26.0,34.0,2.0,mg,kg,M,wet,4.0,2.0
2356,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,C4-Dibenzothiophenes,,Ref,56.0,10.0,46.0,66.0,5.0,mg,kg,M,wet,10.0,2.0
2357,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,C4-Fluoranthenes/pyrenes,,Ref,87.0,21.0,66.0,108.0,10.5,mg,kg,M,wet,21.0,2.0
2358,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,C4-Naphthalenes,,Ref,700.0,130.0,570.0,830.0,65.0,mg,kg,M,wet,130.0,2.0
2359,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,C4-Naphthobenzothiophenes,,Ref,31.0,10.0,21.0,41.0,5.0,mg,kg,M,wet,10.0,2.0
2360,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,C4-Phenanthrenes/anthracenes,,Ref,200.0,30.0,170.0,230.0,15.0,mg,kg,M,wet,30.0,2.0
2361,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,Chrysene,1S/C18H12/c1-3-7-15-13(5-1)9-11-18-16-8-4-2-6-14(16)10-12-17(15)18/h1-12H,Ref,23.3,5.2,18.1,28.5,2.6,mg,kg,M,wet,5.2,2.0
2362,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,Chrysene+Triphenylene,,Cert,47.4,1.7,45.699999999999996,49.1,0.85,mg,kg,M,wet,1.7,2.0
2363,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,"Dibenz[a,c]anthracene",,Cert,2.03,0.1,1.9299999999999997,2.13,0.05,mg,kg,M,wet,0.1,2.0
2364,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,"Dibenz[a,h]anthracene",,Cert,0.574,0.091,0.483,0.6649999999999999,0.0455,mg,kg,M,wet,0.091,2.0
2365,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,Dibenzofuran,1S/C12H8O/c1-3-7-11-9(5-1)10-6-2-4-8-12(10)13-11/h1-8H,Ref,25.7,3.6,22.099999999999998,29.3,1.8,mg,kg,M,wet,3.6,2.0
2366,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,Dibenzothiophene,1S/C12H8S/c1-3-7-11-9(5-1)10-6-2-4-8-12(10)13-11/h1-8H,Cert,51.8,2.1,49.699999999999996,53.9,1.05,mg,kg,M,wet,2.1,2.0
2367,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,Fluoranthene,1S/C16H10/c1-2-8-13-12(7-1)14-9-3-5-11-6-4-10-15(13)16(11)14/h1-10H,Cert,4.36,0.4,3.9600000000000004,4.760000000000001,0.2,mg,kg,M,wet,0.4,2.0
2368,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,Fluorene,"1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",Ref,145.0,43.0,102.0,188.0,21.5,mg,kg,M,wet,43.0,2.0
